location,date,total_cases,new_cases,log_new_cases,new_cases_smoothed,total_deaths,new_deaths,log_new_Deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,new_tests_s,,,log_new_test,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case
Belgium,20/08/2020,80178,699,2.844477176,569.571,9976,7,0.84509804,8.571,6918.089,60.313,49.145,860.771,0.604,0.74,82,7.075,303,26.144,,,,,23852,18948.28571,,,4.277569925,2101585,181.333,2.058,18948,1.635,0.031,32.3
Belgium,21/08/2020,80894,716,2.854913022,540.143,9985,9,0.954242509,8.714,6979.869,61.779,46.606,861.547,0.777,0.752,84,7.248,314,27.093,,,,,20813,19253.57143,,,4.2845113,2122398,183.129,1.796,19254,1.661,0.031,32.3
Belgium,22/08/2020,81468,574,2.758911892,514.143,9988,3,0.477121255,7.571,7029.396,49.527,44.362,861.806,0.259,0.653,85,7.334,310,26.748,,,,,15631,19632.14286,,,4.292967706,2138029,184.478,1.349,19632,1.694,0.031,32.3
Belgium,23/08/2020,81936,468,2.670245853,516.143,9992,4,0.602059991,7.571,7069.777,40.381,44.535,862.151,0.345,0.653,87,7.507,312,26.921,608.035,52.464,171.99,14.84,8529,19574.57143,,,4.291692262,2146558,185.214,0.736,19575,1.689,0.031,32.3
Belgium,24/08/2020,82092,156,2.193124598,508.286,9996,4,0.602059991,7.429,7083.237,13.46,43.857,862.496,0.345,0.641,89,7.679,320,27.611,,,,,17609,19519,,,4.290457564,2164167,186.733,1.519,19519,1.684,0.03,33.3
Belgium,25/08/2020,82447,355,2.550228353,507.143,9996,0,#NUM!,5.286,7113.868,30.631,43.758,862.496,0,0.456,85,7.334,282,24.332,,,,,27040,19508.85714,,,4.290231829,2191207,189.066,2.333,19509,1.683,0.03,33.3
Belgium,26/08/2020,83030,583,2.765668555,507.286,9879,-117,#NUM!,-12.857,7164.172,50.304,43.771,852.401,-10.095,-1.109,81,6.989,260,22.434,,,,,24596,19724.28571,,,4.295001285,2215803,191.189,2.122,19724,1.702,0.029,34.5
Belgium,27/08/2020,83500,470,2.672097858,474.571,9884,5,0.698970004,-13.143,7204.725,40.554,40.948,852.832,0.431,-1.134,82,7.075,257,22.175,,,,,21308,19360.85714,,,4.28692458,2237111,193.027,1.839,19361,1.671,0.027,37
Belgium,28/08/2020,83952,452,2.655138435,436.857,9886,2,0.301029996,-14.143,7243.726,39,37.694,853.005,0.173,-1.22,77,6.644,252,21.744,,,,,25114,19975.28571,,,4.300493,2262225,195.194,2.167,19975,1.724,0.026,38.5
Belgium,29/08/2020,84599,647,2.810904281,447.286,9891,5,0.698970004,-13.857,7299.552,55.826,38.594,853.436,0.431,-1.196,72,6.212,230,19.845,,,,,19052,20464,,,4.310990527,2281277,196.838,1.644,20464,1.766,0.026,38.5
Belgium,30/08/2020,85042,443,2.646403726,443.714,9894,3,0.477121255,-14,7337.775,38.224,38.286,853.695,0.259,-1.208,71,6.126,233,20.104,563.52,48.623,104.206,8.991,10600,20759.85714,,,4.317224361,2291877,197.753,0.915,20760,1.791,0.026,38.5
Belgium,31/08/2020,85236,194,2.28780173,449.143,9895,1,0,-14.429,7354.515,16.739,38.754,853.782,0.086,-1.245,74,6.385,243,20.967,,,,,19657,21052.42857,,,4.323302203,2311534,199.449,1.696,21052,1.816,0.026,38.5
Belgium,01/09/2020,85487,251,2.399673721,434.286,9897,2,0.301029996,-14.143,7376.172,21.657,37.472,853.954,0.173,-1.22,68,5.867,226,19.5,,,,,28223,21221.42857,,,4.326774616,2339757,201.884,2.435,21221,1.831,0.024,41.7
Belgium,02/09/2020,85911,424,2.627365857,411.571,9898,1,0,2.714,7412.756,36.584,35.512,854.04,0.086,0.234,60,5.177,221,19.069,,,,,30069,22003.28571,,,4.342487538,2369826,204.478,2.594,22003,1.899,0.024,41.7
Belgium,03/09/2020,86544,633,2.80140371,434.857,9899,1,0,2.143,7467.374,54.618,37.521,854.127,0.086,0.185,58,5.004,209,18.033,,,,,24017,22390.28571,,,4.350059635,2393843,206.551,2.072,22390,1.932,0.025,40
Belgium,04/09/2020,87174,630,2.799340549,460.286,9901,2,0.301029996,2.143,7521.733,54.359,39.715,854.299,0.173,0.185,52,4.487,215,18.551,,,,,26583,22600.14286,,,4.354111184,2420426,208.844,2.294,22600,1.95,0.026,38.5
Belgium,05/09/2020,87825,651,2.813580989,460.857,9906,5,0.698970004,2.143,7577.904,56.171,39.765,854.731,0.431,0.185,53,4.573,215,18.551,,,,,19740,22698.42857,,,4.355995792,2440166,210.548,1.703,22698,1.958,0.026,38.5
Belgium,06/09/2020,88367,542,2.733999287,475,9907,1,0,1.857,7624.67,46.766,40.985,854.817,0.086,0.16,53,4.573,223,19.241,422.893,36.489,120.393,10.388,10963,22750.28571,,,4.356986855,2451129,211.494,0.946,22750,1.963,0.027,37
Belgium,07/09/2020,88769,402,2.604226053,504.714,9909,2,0.301029996,2,7659.356,34.686,43.549,854.99,0.173,0.173,52,4.487,235,20.277,,,,,23129,23246.28571,,,4.366353571,2474258,213.489,1.996,23246,2.006,0.028,35.7
Belgium,08/09/2020,89141,372,2.57054294,522,9912,3,0.477121255,2.143,7691.454,32.098,45.04,855.248,0.259,0.185,59,5.091,260,22.434,,,,,35123,24232,,,4.38438926,2509381,216.52,3.031,24232,2.091,0.028,35.7
Belgium,09/09/2020,89691,550,2.740362689,540,9917,5,0.698970004,2.714,7738.91,47.456,46.593,855.68,0.431,0.234,60,5.177,250,21.571,,,,,35047,24943.14286,,,4.396951174,2544428,219.544,3.024,24943,2.152,0.028,35.7
Belgium,10/09/2020,90568,877,2.942999593,574.857,9917,0,#NUM!,2.571,7814.582,75.671,49.601,855.68,0,0.222,65,5.608,249,21.485,,,,,36232,26688.14286,,,4.426318354,2580660,222.67,3.126,26688,2.303,0.029,34.5
Belgium,11/09/2020,91537,969,2.986323777,623.286,9919,2,0.301029996,2.571,7898.191,83.609,53.78,855.852,0.173,0.222,67,5.781,254,21.916,,,,,38042,28325.14286,,,4.452172109,2618702,225.952,3.282,28325,2.444,0.03,33.3
Belgium,12/09/2020,92478,941,2.973589623,664.714,9923,4,0.602059991,2.429,7979.384,81.193,57.354,856.197,0.345,0.21,68,5.867,260,22.434,,,,,27126,29380.28571,,,4.468056015,2645828,228.293,2.341,29380,2.535,0.03,33.3
Belgium,13/09/2020,93455,977,2.989894564,726.857,9925,2,0.301029996,2.571,8063.684,84.3,62.716,856.37,0.173,0.222,71,6.126,293,25.281,447.174,38.584,215.493,18.594,19155,30550.57143,,,4.485019338,2664983,229.946,1.653,30551,2.636,0.031,32.3
Belgium,14/09/2020,94306,851,2.92992956,791,9927,2,0.301029996,2.571,8137.112,73.428,68.251,856.543,0.173,0.222,72,6.212,318,27.438,,,,,29307,31433.14286,,,4.497387806,2694290,232.474,2.529,31433,2.712,0.032,31.2
Belgium,15/09/2020,94795,489,2.689308859,807.714,9930,3,0.477121255,2.571,8179.305,42.193,69.693,856.801,0.259,0.222,67,5.781,315,27.18,,,,,42303,32458.85714,,,4.511333225,2736593,236.125,3.65,32459,2.801,0.034,29.4
Belgium,16/09/2020,95948,1153,3.061829307,893.857,9935,5,0.698970004,2.571,8278.79,99.486,77.126,857.233,0.431,0.222,74,6.385,353,30.458,,,,,46674,34119.85714,,,4.533007204,2783267,240.152,4.027,34120,2.944,0.036,27.8
Belgium,17/09/2020,97976,2028,3.307067951,1058.286,9936,1,0,2.714,8453.774,174.984,91.313,857.319,0.086,0.234,69,5.954,371,32.011,,,,,43222,35118.42857,,,4.545535074,2826489,243.881,3.729,35118,3.03,0.037,27
Belgium,18/09/2020,99649,1673,3.223495941,1158.857,9937,1,0,2.571,8598.128,144.353,99.991,857.405,0.086,0.222,78,6.73,392,33.823,,,,,41428,35602.14286,,,4.551476139,2867917,247.456,3.575,35602,3.072,0.039,25.6
Belgium,19/09/2020,100748,1099,3.040997692,1181.429,9944,7,0.84509804,3,8692.954,94.826,101.939,858.009,0.604,0.259,78,6.73,421,36.326,,,,,26392,35497.28571,,,4.550195146,2894309,249.733,2.277,35497,3.063,0.04,25
Belgium,20/09/2020,102295,1547,3.189490314,1262.857,9948,4,0.602059991,3.286,8826.436,133.482,108.965,858.355,0.345,0.284,77,6.644,432,37.275,521.029,44.956,320.711,27.672,21874,35885.71429,,,4.554921595,2916183,251.62,1.887,35886,3.096,0.041,24.4
Belgium,21/09/2020,103392,1097,3.040206628,1298,9950,2,0.301029996,3.286,8921.089,94.654,111.997,858.527,0.173,0.284,87,7.507,490,42.279,,,,,34932,36689.28571,,,4.564539257,2951115,254.634,3.014,36689,3.166,0.043,23.3
Belgium,22/09/2020,105226,1834,3.263399331,1490.143,9955,5,0.698970004,3.571,9079.334,158.245,128.576,858.959,0.431,0.308,94,8.111,505,43.573,,,,,45049,37081.57143,,,4.56915813,2996164,258.521,3.887,37082,3.2,0.045,22.2
Belgium,23/09/2020,106887,1661,3.220369632,1562.714,9959,4,0.602059991,3.429,9222.652,143.318,134.837,859.304,0.345,0.296,95,8.197,550,47.456,,,,,44434,36761.57143,,,4.565394068,3040598,262.355,3.834,36762,3.172,0.047,21.3
Belgium,24/09/2020,108768,1881,3.274388796,1541.714,9965,6,0.77815125,4.143,9384.953,162.3,133.025,859.821,0.518,0.357,104,8.974,602,51.943,,,,,40555,36380.57143,,,4.560869516,3081153,265.855,3.499,36381,3.139,0.049,20.4
Belgium,25/09/2020,110976,2208,3.343999069,1618.143,9969,4,0.602059991,4.571,9575.468,190.515,139.62,860.167,0.345,0.394,109,9.405,620,53.496,,,,,37845,35868.71429,,,4.55471581,3118998,269.12,3.265,35869,3.095,0.051,19.6
Belgium,26/09/2020,112803,1827,3.261738547,1722.143,9974,5,0.698970004,4.286,9733.109,157.641,148.594,860.598,0.431,0.37,120,10.354,626,54.014,,,,,33439,36875.42857,,,4.566737076,3152437,272.005,2.885,36875,3.182,0.052,19.2
Belgium,27/09/2020,114179,1376,3.138618434,1697.714,9980,6,0.77815125,4.571,9851.836,118.727,146.486,861.116,0.518,0.394,135,11.648,654,56.43,752.709,64.947,453.244,39.108,20395,36664.14286,,,4.564241536,3172832,273.765,1.76,36664,3.164,0.053,18.9
Belgium,28/09/2020,115353,1174,3.069668097,1708.714,9987,7,0.84509804,5.286,9953.134,101.298,147.435,861.72,0.604,0.456,140,12.08,708,61.089,,,,,28557,35753.42857,,,4.553317695,3201389,276.229,2.464,35753,3.085,0.055,18.2
Belgium,29/09/2020,117115,1762,3.246005904,1698.429,10001,14,1.146128036,6.571,10105.167,152.033,146.547,862.928,1.208,0.567,150,12.943,716,61.779,,,,,48302,36218.14286,,,4.558926177,3249691,280.397,4.168,36218,3.125,0.058,17.2
Belgium,30/09/2020,118452,1337,3.126131407,1652.143,10016,15,1.176091259,8.143,10220.528,115.362,142.554,864.222,1.294,0.703,157,13.547,739,63.764,,,,,46694,36541,,,4.562780428,3296385,284.426,4.029,36541,3.153,0.061,16.4
Belgium,01/10/2020,121059,2607,3.416141031,1755.857,10023,7,0.84509804,8.286,10445.471,224.943,151.503,864.826,0.604,0.715,156,13.46,771,66.525,,,,,41752,36712,,,4.564808045,3338137,288.028,3.603,36712,3.168,0.067,14.9
Belgium,02/10/2020,124234,3175,3.50174373,1894,10037,14,1.146128036,9.714,10719.423,273.952,163.422,866.034,1.208,0.838,163,14.064,789,68.078,,,,,41778,37273.85714,,,4.571404336,3379915,291.633,3.605,37274,3.216,0.072,13.9
Belgium,03/10/2020,127623,3389,3.530071569,2117.143,10044,7,0.84509804,10,11011.84,292.417,182.676,866.638,0.604,0.863,185,15.963,819,70.667,,,,,34240,37388.28571,,,4.572735553,3414155,294.587,2.954,37388,3.226,0.076,13.2
Belgium,04/10/2020,130235,2612,3.416973173,2293.714,10064,20,1.301029996,12,11237.214,225.374,197.911,868.364,1.726,1.035,186,16.049,866,74.722,1150.31,99.253,547.333,47.226,17961,37040.57143,,,4.568677678,3432116,296.137,1.55,37041,3.196,0.079,12.7
Belgium,05/10/2020,132203,1968,3.294025094,2407.143,10078,14,1.146128036,13,11407.022,169.807,207.698,869.572,1.208,1.122,195,16.825,937,80.848,,,,,27391,36874,,,4.566720251,3459507,298.501,2.363,36874,3.182,0.082,12.2
Belgium,06/10/2020,134291,2088,3.319730494,2453.714,10092,14,1.146128036,13,11587.183,180.161,211.717,870.779,1.208,1.122,189,16.308,952,82.142,,,,,45882,36528.28571,,,4.562629291,3505389,302.459,3.959,36528,3.152,0.089,11.2
Belgium,07/10/2020,137868,3577,3.55351894,2773.714,10108,16,1.204119983,13.143,11895.821,308.638,239.328,872.16,1.381,1.134,201,17.343,1050,90.598,,,,,54459,37637.57143,,,4.575621593,3559848,307.158,4.699,37638,3.248,0.098,10.2
Belgium,08/10/2020,143596,5728,3.758003009,3219.571,10126,18,1.255272505,14.714,12390.057,494.236,277.798,873.713,1.553,1.27,213,18.379,1110,95.775,,,,,50165,38839.42857,,,4.589272832,3610013,311.487,4.328,38839,3.351,0.103,9.7
Belgium,09/10/2020,148981,5385,3.731185708,3535.286,10151,25,1.397940009,16.286,12854.697,464.64,305.039,875.87,2.157,1.405,214,18.465,1191,102.764,,,,,53750,40549.71429,,,4.607987799,3663763,316.125,4.638,40550,3.499,0.11,9.1
Belgium,10/10/2020,156931,7950,3.900367129,4186.857,10175,24,1.380211242,18.714,13540.656,685.959,361.259,877.941,2.071,1.615,228,19.673,1260,108.718,,,,,47596,42457.71429,,,4.62795661,3711359,320.231,4.107,42458,3.663,0.116,8.6
Belgium,11/10/2020,162258,5327,3.726482697,4574.714,10191,16,1.204119983,18.143,14000.291,459.636,394.725,879.322,1.381,1.565,245,21.14,1334,115.103,1496.313,129.108,890.301,76.819,30373,44230.85714,,,4.645725356,3741732,322.852,2.621,44231,3.816,0.119,8.4
Belgium,12/10/2020,165880,3622,3.558948446,4811,10211,20,1.301029996,19,14312.812,312.521,415.113,881.047,1.726,1.639,268,23.124,1473,127.097,,,,,44535,46680,,,4.669130847,3786267,326.695,3.843,46680,4.028,0.127,7.9
Belgium,13/10/2020,173240,7360,3.866877814,5564.143,10244,33,1.51851394,21.714,14947.864,635.051,480.097,883.895,2.847,1.874,281,24.246,1622,139.953,,,,,59534,48630.28571,,,4.686906821,3845801,331.832,5.137,48630,4.196,0.133,7.5
Belgium,14/10/2020,181511,8271,3.917558021,6234.714,10278,34,1.531478917,24.286,15661.52,713.656,537.957,886.828,2.934,2.095,313,27.007,1778,153.413,,,,,72976,51275.57143,,,4.709910509,3918777,338.128,6.297,51276,4.424,0.142,7
Belgium,15/10/2020,191959,10448,4.019033164,6909,10327,49,1.69019608,28.714,16563.016,901.497,596.137,891.056,4.228,2.478,327,28.215,1951,168.34,,,,,66245,53572.71429,,,4.728943651,3985022,343.844,5.716,53573,4.623,0.147,6.8
Belgium,16/10/2020,202151,10192,4.008259415,7595.714,10359,32,1.505149978,29.714,17442.424,879.408,655.39,893.817,2.761,2.564,358,30.89,2099,181.11,,,,,68692,55707.28571,,,4.745911998,4053714,349.771,5.927,55707,4.807,0.153,6.5
Belgium,17/10/2020,213115,10964,4.039969027,8026.286,10392,33,1.51851394,31,18388.444,946.019,692.541,896.665,2.847,2.675,384,33.133,2267,195.606,,,,,61898,57750.42857,,,4.761555212,4115612,355.112,5.341,57750,4.983,0.158,6.3
Belgium,18/10/2020,222253,9138,3.960851154,8570.714,10413,21,1.322219295,31.714,19176.908,788.464,739.517,898.477,1.812,2.736,412,35.549,2497,215.451,2370.427,204.53,1790.719,154.511,44687,59795.28571,,,4.776666945,4160299,358.968,3.856,59795,5.159,0.163,6.1
Belgium,19/10/2020,230480,8227,3.915241497,9228.571,10443,30,1.477121255,33.143,19886.768,709.86,796.279,901.065,2.589,2.86,446,38.483,2773,239.266,,,,,55919,61421.57143,,,4.788320923,4216218,363.793,4.825,61422,5.3,0.166,6
Belgium,20/10/2020,240159,9679,3.98583049,9559.857,10489,46,1.662757832,35,20721.912,835.144,824.864,905.034,3.969,3.02,487,42.02,2978,256.954,,,,,78330,64106.71429,,,4.806903518,4294548,370.551,6.759,64107,5.531,0.175,5.7
Belgium,21/10/2020,253386,13227,4.121461354,10267.857,10539,50,1.698970004,37.286,21863.192,1141.28,885.953,909.349,4.314,3.217,525,45.299,3275,282.581,,,,,80813,65226.28571,,,4.814422648,4375361,377.524,6.973,65226,5.628,0.183,5.5
Belgium,22/10/2020,270132,16746,4.223911087,11167.571,10588,49,1.69019608,37.286,23308.106,1444.914,963.584,913.576,4.228,3.217,573,49.441,3649,314.851,,,,,79975,67187.71429,,,4.827289867,4455336,384.425,6.901,67188,5.797,0.197,5.1
Belgium,23/10/2020,287700,17568,4.244722323,12221.286,10658,70,1.84509804,42.714,24823.946,1515.84,1054.503,919.616,6.04,3.686,633,54.618,4056,349.968,,,,,69152,67253.42857,,,4.82771443,4524488,390.392,5.967,67253,5.803,0.211,4.7
Belgium,24/10/2020,305409,17709,4.248194038,13184.857,10737,79,1.897627091,49.286,26351.952,1528.006,1137.644,926.433,6.816,4.253,694,59.881,4408,380.34,,,,,63603,67497,,,4.82928447,4588091,395.879,5.488,67497,5.824,0.225,4.4
Belgium,25/10/2020,321031,15622,4.193736633,14111.143,10810,73,1.86332286,56.714,27699.882,1347.931,1217.568,932.732,6.299,4.894,756,65.231,4825,416.321,4161.146,359.041,3327.501,287.111,39465,66751,,,4.824457776,4627556,399.285,3.405,66751,5.76,0.236,4.2
Belgium,26/10/2020,333718,12687,4.10335894,14748.286,10899,89,1.949390007,65.143,28794.569,1094.687,1272.543,940.411,7.679,5.621,813,70.149,5268,454.545,,,,,50159,65928.14286,,,4.819070842,4677715,403.613,4.328,65928,5.689,0.251,4
Belgium,27/10/2020,347289,13571,4.13261185,15304.286,11038,139,2.1430148,78.429,29965.531,1170.962,1320.517,952.404,11.993,6.767,912,78.691,5548,478.704,,,,,71448,64945,,,4.812545721,4749163,409.777,6.165,64945,5.604,0.269,3.7
Belgium,28/10/2020,368337,21048,4.323210835,16421.571,11170,132,2.120573931,90.143,31781.64,1816.108,1416.921,963.794,11.39,7.778,994,85.766,5924,511.147,,,,,78090,64556,,,4.809936613,4827253,416.515,6.738,64556,5.57,0.284,3.5
Belgium,29/10/2020,392258,23921,4.378779331,17446.571,11308,138,2.139879086,102.857,33845.643,2064.003,1505.362,975.701,11.907,8.875,1057,91.202,6187,533.84,,,,,71916,63404.71429,,,4.80212155,4899169,422.721,6.205,63405,5.471,0.291,3.4
Belgium,30/10/2020,412314,20056,4.302244321,17802,11452,144,2.158362492,113.429,35576.157,1730.515,1536.03,988.126,12.425,9.787,1105,95.344,6439,555.584,,,,,66016,62956.71429,,,4.799042054,4965185,428.417,5.696,62957,5.432,0.292,3.4
Belgium,31/10/2020,429229,16915,4.228272002,17688.571,11625,173,2.238046103,126.857,37035.653,1459.496,1526.243,1003.053,14.927,10.946,1161,100.176,6502,561.019,,,,,54584,61668.28571,,,4.790061876,5019769,433.126,4.71,61668,5.321,0.288,3.5
Belgium,01/11/2020,441018,11789,4.071476968,17141,11737,112,2.049218023,132.429,38052.857,1017.204,1478.996,1012.717,9.664,11.426,1223,105.525,6824,588.803,7347.008,633.93,4646.765,400.942,24162,59482.14286,,,4.774386606,5043931,435.211,2.085,59482,5.132,0.285,3.5
Belgium,02/11/2020,447355,6337,3.801883707,16233.857,11858,121,2.08278537,137,38599.64,546.783,1400.724,1023.157,10.44,11.821,1302,112.342,7233,624.093,,,,,28928,56449.14286,,,4.751657352,5072859,437.707,2.496,56449,4.871,0.278,3.6
Belgium,03/11/2020,452541,5186,3.714832512,15036,12126,268,2.428134794,155.429,39047.109,447.47,1297.368,1046.281,23.124,13.411,1353,116.742,7461,643.766,,,,,54875,54081.57143,,,4.733049302,5127734,442.442,4.735,54082,4.666,0.271,3.7
Belgium,04/11/2020,468213,15672,4.195124423,14268,12331,205,2.311753861,165.857,40399.354,1352.245,1231.102,1063.97,17.688,14.311,1412,121.833,7411,639.452,,,,,44998,49354.14286,,,4.693323614,5172732,446.325,3.883,49354,4.258,0.264,3.8
Belgium,05/11/2020,479341,11128,4.046417117,12440.429,12520,189,2.276461804,173.143,41359.524,960.17,1073.412,1080.277,16.308,14.939,1428,123.214,7290,629.011,,,,,45721,45612,,,4.659079116,5218453,450.27,3.945,45612,3.936,0.255,3.9
Belgium,06/11/2020,488044,8703,3.939668984,10818.571,12708,188,2.274157849,179.429,42110.455,750.931,933.471,1096.499,16.221,15.482,1459,125.889,7224,623.317,,,,,39364,41804.57143,,,4.621223775,5257817,453.666,3.396,41805,3.607,0.244,4.1
Belgium,07/11/2020,494168,6124,3.787035182,9277,12907,199,2.298853076,183.143,42638.859,528.404,800.458,1113.669,17.171,15.802,1464,126.32,6895,594.929,,,,,32359,38629.57143,,,4.58691989,5290176,456.458,2.792,38630,3.333,0.24,4.2
Belgium,08/11/2020,500789,6621,3.820923588,8538.714,13055,148,2.170261715,188.286,43210.146,571.287,736.756,1126.439,12.77,16.246,1470,126.838,6955,600.106,10003.748,863.165,4230.954,365.064,13301,37078,,,4.5691163,5303477,457.606,1.148,37078,3.199,0.236,4.2
Belgium,09/11/2020,503182,2393,3.378942699,7975.286,13216,161,2.206825876,194,43416.624,206.478,688.141,1140.331,13.892,16.739,1474,127.183,7221,623.058,,,,,22363,36140.14286,,,4.557989865,5325840,459.536,1.93,36140,3.118,0.232,4.3
Belgium,10/11/2020,507475,4293,3.632760888,7847.714,13561,345,2.537819095,205,43787.042,370.418,677.133,1170.099,29.768,17.688,1470,126.838,7058,608.993,,,,,39202,33901.14286,,,4.530214339,5365042,462.918,3.383,33901,2.925,0.219,4.6
Belgium,11/11/2020,515391,7916,3.898505786,6739.714,13758,197,2.294466226,203.857,44470.067,683.025,581.53,1187.097,16.998,17.59,1463,126.234,6879,593.549,,,,,31789,32014.14286,,,4.505341879,5396831,465.661,2.743,32014,2.762,0.209,4.8
Belgium,12/11/2020,520393,5002,3.699143687,5864.571,13891,133,2.123851641,195.857,44901.66,431.593,506.019,1198.573,11.476,16.899,1456,125.63,7010,604.852,,,,,28050,29489.71429,,,4.469670565,5424881,468.081,2.42,29490,2.545,0.203,4.9
Belgium,13/11/2020,525012,4619,3.664547962,5281.143,14106,215,2.33243846,199.714,45300.207,398.546,455.679,1217.124,18.551,17.232,1457,125.716,6762,583.453,,,,,37803,29266.71429,,,4.466373968,5462684,471.343,3.262,29267,2.525,0.2,5
Belgium,14/11/2020,531280,6268,3.797128988,5301.714,14303,197,2.294466226,199.429,45841.036,540.829,457.454,1234.122,16.998,17.208,1423,122.782,6505,561.278,,,,,26469,28425.28571,,,4.453704839,5489153,473.627,2.284,28425,2.453,0.197,5.1
Belgium,15/11/2020,535939,4659,3.66829271,5021.429,14421,118,2.071882007,195.143,46243.033,401.998,433.27,1244.304,10.182,16.838,1439,124.163,6518,562.4,10301.189,888.829,3280.962,283.095,13824,28500,,,4.45484486,5502977,474.82,1.193,28500,2.459,0.195,5.1
Belgium,16/11/2020,537871,1932,3.286007122,4955.571,14616,195,2.290034611,200,46409.734,166.701,427.587,1261.129,16.825,17.257,1408,121.488,6580,567.75,,,,,21450,28369.57143,,,4.452852775,5524427,476.67,1.851,28370,2.448,0.189,5.3
Belgium,17/11/2020,540605,2734,3.43679851,4732.857,14839,223,2.348304863,182.571,46645.635,235.901,408.37,1280.37,19.241,15.753,1356,117.001,6240,538.413,,,,,40333,28531.14286,,,4.455319168,5564760,480.151,3.48,28531,2.462,0.177,5.6
Belgium,18/11/2020,545787,5182,3.714497409,4342.286,15025,186,2.269512944,181,47092.76,447.124,374.67,1296.419,16.049,15.617,1323,114.154,5930,511.665,,,,,36628,29222.42857,,,4.465716306,5601388,483.311,3.16,29222,2.521,0.166,6
Belgium,19/11/2020,550264,4477,3.650987094,4267.286,15196,171,2.23299611,186.429,47479.054,386.294,368.199,1311.174,14.755,16.086,1286,110.961,5651,487.592,,,,,35244,30250.14286,,,4.48072743,5636632,486.352,3.041,30250,2.61,0.156,6.4
Belgium,20/11/2020,553680,3416,3.533517862,4095.429,15352,156,2.193124598,178,47773.8,294.747,353.371,1324.634,13.46,15.359,1256,108.373,5418,467.487,,,,,34399,29763.85714,,,4.473689211,5671031,489.32,2.968,29764,2.568,0.144,6.9
Belgium,21/11/2020,556904,3224,3.508395033,3660.571,15522,170,2.230448921,174.143,48051.98,278.18,315.849,1339.302,14.668,15.026,1201,103.627,5017,432.888,,,,,21511,29055.57143,,,4.463229421,5692542,491.176,1.856,29056,2.507,0.135,7.4
Belgium,22/11/2020,558779,1875,3.273001272,3262.857,15618,96,1.982271233,171,48213.763,161.783,281.533,1347.586,8.283,14.755,1194,103.023,5025,433.578,9129.634,787.743,2155.945,186.024,10728,28613.28571,,,4.456567731,5703270,492.102,0.926,28613,2.469,0.131,7.6
Belgium,23/11/2020,559902,1123,3.050379756,3147.286,15755,137,2.136720567,162.714,48310.66,96.897,271.561,1359.407,11.821,14.04,1168,100.78,5076,437.978,,,,,22539,28768.85714,,,4.45892261,5725809,494.046,1.945,28769,2.482,0.126,7.9
Belgium,24/11/2020,561803,1901,3.278982117,3028.286,15938,183,2.26245109,157,48474.686,164.026,261.293,1375.197,15.79,13.547,1105,95.344,4783,412.697,,,,,42272,29045.85714,,,4.463084197,5768081,497.694,3.647,29046,2.506,0.116,8.6
Belgium,25/11/2020,564967,3164,3.500236475,2740,16077,139,2.1430148,150.286,48747.689,273.003,236.419,1387.19,11.993,12.967,1071,92.41,4570,394.319,,,,,37147,29120,,,4.464191371,5805228,500.899,3.205,29120,2.513,0.109,9.2
Belgium,26/11/2020,567532,2565,3.409087369,2466.857,16219,142,2.152288344,146.143,48969.008,221.319,212.851,1399.442,12.252,12.61,1034,89.218,4376,377.579,,,,,34171,28966.71429,,,4.461899236,5839399,503.847,2.948,28967,2.499,0.104,9.6
Belgium,27/11/2020,570829,3297,3.518118947,2449.857,16339,120,2.079181246,141,49253.487,284.479,211.384,1409.796,10.354,12.166,997,86.025,4215,363.688,,,,,33675,28863.28571,,,4.460345768,5873074,506.753,2.906,28863,2.49,0.099,10.1
Belgium,28/11/2020,574448,3619,3.558588583,2506.286,16461,122,2.086359831,134.143,49565.749,312.262,216.253,1420.323,10.527,11.574,946,81.625,3994,344.619,,,,,25655,29455.28571,,,4.46916324,5898729,508.967,2.214,29455,2.541,0.097,10.3
Belgium,29/11/2020,576599,2151,3.33264041,2545.714,16547,86,1.934498451,132.714,49751.346,185.597,219.655,1427.744,7.42,11.451,904,78.001,3989,344.187,7310.587,630.788,1622.776,140.02,9627,29298,,,4.466837975,5908356,509.797,0.831,29298,2.528,0.095,10.5
Belgium,30/11/2020,577345,746,2.872738827,2491.857,16645,98,1.991226076,127.143,49815.714,64.368,215.008,1436.199,8.456,10.97,900,77.656,4014,346.345,,,,,23530,29439.57143,,,4.468931483,5931886,511.828,2.03,29440,2.54,0.093,10.8
Belgium,01/12/2020,579212,1867,3.271144318,2487,16786,141,2.149219113,121.143,49976.807,161.092,214.589,1448.366,12.166,10.453,854,73.687,3707,319.855,,,,,44317,29731.71429,,,4.473219951,5976203,515.652,3.824,29732,2.565,0.09,11.1
Belgium,02/12/2020,582252,3040,3.482873584,2469.286,16911,125,2.096910013,119.143,50239.111,262.304,213.06,1459.151,10.786,10.28,829,71.53,3590,309.76,,,,,36597,29653.14286,,,4.47207073,6012800,518.809,3.158,29653,2.559,0.089,11.2
