iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,new_vaccinations,total_vaccinations_per_hundred,new_vaccinations_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
CHN,Asia,China,04/05/2020,83966,2,6.857,4637,0,0,58.337,0.001,0.005,3.222,0,0,0.36,,,,,,,,,,,,,,,,,,,,,,56.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,05/05/2020,83968,2,4,4637,0,0,58.339,0.001,0.003,3.222,0,0,0.4,,,,,,,,,,,,,,,,,,,,,,56.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,06/05/2020,83970,2,3.714,4637,0,0,58.34,0.001,0.003,3.222,0,0,0.44,,,,,,,,,,,,,,,,,,,,,,56.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,07/05/2020,83975,5,2.714,4637,0,0,58.343,0.003,0.002,3.222,0,0,0.51,,,,,,,,,,,,,,,,,,,,,,56.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,08/05/2020,83976,1,2.429,4637,0,0,58.344,0.001,0.002,3.222,0,0,0.58,,,,,,,,,,,,,,,,,,,,,,56.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,09/05/2020,83990,14,4.429,4637,0,0,58.354,0.01,0.003,3.222,0,0,0.67,,,,,,,,,,,,,,,,,,,,,,56.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,10/05/2020,84010,20,6.571,4637,0,0,58.368,0.014,0.005,3.222,0,0,0.72,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,11/05/2020,84011,1,6.429,4637,0,0,58.368,0.001,0.004,3.222,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,12/05/2020,84018,7,7.143,4637,0,0,58.373,0.005,0.005,3.222,0,0,0.71,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,13/05/2020,84024,6,7.714,4637,0,0,58.377,0.004,0.005,3.222,0,0,0.73,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,14/05/2020,84029,5,7.714,4637,0,0,58.381,0.003,0.005,3.222,0,0,0.75,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,15/05/2020,84038,9,8.857,4637,0,0,58.387,0.006,0.006,3.222,0,0,0.78,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,16/05/2020,84044,6,7.714,4638,1,0.143,58.391,0.004,0.005,3.222,0.001,0,0.8,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,17/05/2020,84054,10,6.286,4638,0,0.143,58.398,0.007,0.004,3.222,0,0,0.82,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,18/05/2020,84063,9,7.429,4638,0,0.143,58.405,0.006,0.005,3.222,0,0,0.81,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,19/05/2020,84063,0,6.429,4638,0,0.143,58.405,0,0.004,3.222,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,20/05/2020,84063,0,5.571,4638,0,0.143,58.405,0,0.004,3.222,0,0,0.82,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,21/05/2020,84063,0,4.857,4638,0,0.143,58.405,0,0.003,3.222,0,0,0.9,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,22/05/2020,84081,18,6.143,4638,0,0.143,58.417,0.013,0.004,3.222,0,0,1.01,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,23/05/2020,84084,3,5.714,4638,0,0,58.419,0.002,0.004,3.222,0,0,1.01,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,24/05/2020,84095,11,5.857,4638,0,0,58.427,0.008,0.004,3.222,0,0,1.03,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,25/05/2020,84102,7,5.571,4638,0,0,58.432,0.005,0.004,3.222,0,0,1.02,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,26/05/2020,84103,1,5.714,4638,0,0,58.432,0.001,0.004,3.222,0,0,1.01,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,27/05/2020,84106,3,6.143,4638,0,0,58.434,0.002,0.004,3.222,0,0,1.05,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,28/05/2020,84106,0,6.143,4638,0,0,58.434,0,0.004,3.222,0,0,1.12,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,29/05/2020,84123,17,6,4638,0,0,58.446,0.012,0.004,3.222,0,0,1.26,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,30/05/2020,84128,5,6.286,4638,0,0,58.45,0.003,0.004,3.222,0,0,1.27,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,31/05/2020,84146,18,7.286,4638,0,0,58.462,0.013,0.005,3.222,0,0,1.32,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,01/06/2020,84154,8,7.429,4638,0,0,58.468,0.006,0.005,3.222,0,0,1.28,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,02/06/2020,84161,7,8.286,4638,0,0,58.473,0.005,0.006,3.222,0,0,1.26,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,03/06/2020,84160,-1,7.714,4638,0,0,58.472,-0.001,0.005,3.222,0,0,1.26,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,04/06/2020,84171,11,9.286,4638,0,0,58.48,0.008,0.006,3.222,0,0,1.26,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,05/06/2020,84177,6,7.714,4638,0,0,58.484,0.004,0.005,3.222,0,0,1.26,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,06/06/2020,84186,9,8.286,4638,0,0,58.49,0.006,0.006,3.222,0,0,1.29,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,07/06/2020,84191,5,6.429,4638,0,0,58.493,0.003,0.004,3.222,0,0,1.32,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,08/06/2020,84195,4,5.857,4638,0,0,58.496,0.003,0.004,3.222,0,0,1.38,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
