location,date,total_cases,new_cases,total_deaths,new_deaths,icu_patients,hosp_patients,new_tests,total_tests,tests_per_case
Italy,20/03/2020,47021,5986,4032,627,2655,18675,24109,206886,3.7
Italy,21/03/2020,53578,6557,4825,793,2857,20565,26336,233222,3.8
Italy,22/03/2020,59138,5560,5476,651,3009,22855,25180,258402,3.9
Italy,23/03/2020,63927,4789,6077,601,3204,23896,17066,275468,3.8
Italy,24/03/2020,69176,5249,6820,743,3396,25333,21496,296964,3.9
Italy,25/03/2020,74386,5210,7503,683,3489,26601,27481,324445,4.1
Italy,26/03/2020,80589,6203,8215,712,3612,28365,36615,361060,4.5
Italy,27/03/2020,86498,5909,9134,919,3732,29761,33019,394079,4.7
Italy,28/03/2020,92472,5974,10023,889,3856,30532,35447,429526,5
Italy,29/03/2020,97689,5217,10779,756,3906,31292,24504,454030,5.1
Italy,30/03/2020,101739,4050,11591,812,3981,31776,23329,477359,5.3
Italy,31/03/2020,105792,4053,12428,837,4023,32215,29609,506968,5.7
Italy,01/04/2020,110574,4782,13155,727,4035,32438,34455,541423,6
Italy,02/04/2020,115242,4668,13915,760,4053,32593,39809,581232,6.4
Italy,03/04/2020,119827,4585,14681,766,4068,32809,38617,619849,6.8
Italy,04/04/2020,124632,4805,15362,681,3994,33004,37375,657224,7.1
Italy,05/04/2020,128948,4316,15887,525,3977,32926,34237,691461,7.6
Italy,06/04/2020,132547,3599,16523,636,3898,32874,30271,721732,7.9
Italy,07/04/2020,135586,3039,17127,604,3792,32510,33713,755445,8.3
Italy,08/04/2020,139422,3836,17669,542,3693,32178,51680,807125,9.2
Italy,09/04/2020,143626,4204,18279,610,3605,32004,46244,853369,9.6
Italy,10/04/2020,147577,3951,18849,570,3497,31739,53495,906864,10.3
Italy,11/04/2020,152271,4694,19468,619,3381,31525,56609,963473,11.1
Italy,12/04/2020,156363,4092,19899,431,3343,31190,46720,1010193,11.6
Italy,13/04/2020,159516,3153,20465,566,3260,31283,36717,1046910,12.1
Italy,14/04/2020,162488,2972,21067,602,3186,31197,26779,1073689,11.8
Italy,15/04/2020,165155,2667,21645,578,3079,30722,43715,1117404,12.1
Italy,16/04/2020,168941,3786,22170,525,2936,29829,60999,1178403,12.8
Italy,17/04/2020,172434,3493,22745,575,2812,28598,65705,1244108,13.6
Italy,18/04/2020,175925,3491,23227,482,2733,27740,61725,1305833,14.5
Italy,19/04/2020,178972,3047,23660,433,2635,27668,50708,1356541,15.3
Italy,20/04/2020,181228,2256,24114,454,2573,27479,41483,1398024,16.2
Italy,21/04/2020,183957,2729,24648,534,2471,26605,52126,1450150,17.5
Italy,22/04/2020,187327,3370,25085,437,2384,26189,63101,1513251,17.9
Italy,23/04/2020,189973,2646,25549,464,2267,25138,66658,1579909,19.1
Italy,24/04/2020,192994,3021,25969,420,2173,24241,62447,1642356,19.4
Italy,25/04/2020,195351,2357,26384,415,2102,23635,65387,1707743,20.7
Italy,26/04/2020,197675,2324,26644,260,2009,23381,49916,1757659,21.4
Italy,27/04/2020,199414,1739,26977,333,1956,22309,32003,1789662,21.5
Italy,28/04/2020,201505,2091,27359,382,1863,21586,57272,1846934,22.6
Italy,29/04/2020,203591,2086,27682,323,1795,21005,63827,1910761,24.4
Italy,30/04/2020,205463,1872,27967,285,1694,19843,68456,1979217,25.8
Italy,01/05/2020,207428,1965,28236,269,1578,19147,74208,2053425,28.5
Italy,02/05/2020,209328,1900,28710,474,1539,18896,55412,2108837,28.7
Italy,03/05/2020,210717,1389,28884,174,1501,18743,44935,2153772,30.4
Italy,04/05/2020,211938,1221,29079,195,1479,18302,37631,2191403,32.1
Italy,05/05/2020,213013,1075,29315,236,1427,17697,55263,2246666,34.7
Italy,06/05/2020,214457,1444,29684,369,1333,17102,64263,2310929,36.8
Italy,07/05/2020,215858,1401,29958,274,1311,16485,70359,2381288,38.7
Italy,08/05/2020,217185,1327,30201,243,1168,15804,63775,2445063,40.1
Italy,09/05/2020,218268,1083,30395,194,1034,14868,69171,2514234,45.3
Italy,10/05/2020,219070,802,30560,165,1027,14645,51678,2565912,49.3
Italy,11/05/2020,219814,744,30739,179,999,14538,40740,2606652,52.7
Italy,12/05/2020,221216,1402,30911,172,952,13817,67003,2673655,52.1
Italy,13/05/2020,222104,888,31106,195,893,13065,61973,2735628,55.5
Italy,14/05/2020,223096,992,31368,262,855,12308,71876,2807504,58.9
Italy,15/05/2020,223885,789,31610,242,808,11600,68176,2875680,64.3
Italy,16/05/2020,224760,875,31763,153,775,11175,69179,2944859,66.3
Italy,17/05/2020,225435,675,31908,145,762,11073,60101,3004960,69
Italy,18/05/2020,225886,451,32007,99,749,10956,36406,3041366,71.6
Italy,19/05/2020,226699,813,32169,162,716,10707,63158,3104524,78.6
Italy,20/05/2020,227364,665,32330,161,676,10300,67195,3171719,82.9
Italy,21/05/2020,228006,642,32486,156,640,9909,71679,3243398,88.8
Italy,22/05/2020,228658,652,32616,130,595,9552,75380,3318778,92.8
Italy,23/05/2020,229327,669,32735,119,572,9267,72410,3391188,97.7
Italy,24/05/2020,229858,531,32785,50,553,9166,55824,3447012,99.9
Italy,25/05/2020,230158,300,32877,92,541,8726,35241,3482253,103.2
Italy,26/05/2020,230555,397,32955,78,521,8438,57674,3539927,112.9
Italy,27/05/2020,231139,584,33072,117,505,8234,67324,3607251,115.4
Italy,28/05/2020,231732,593,33142,70,489,7868,75893,3683144,118
Italy,29/05/2020,232248,516,33229,87,475,7569,72135,3755279,121.6
Italy,30/05/2020,232664,416,33340,111,450,7130,69342,3824621,129.9
Italy,31/05/2020,232997,333,33415,75,435,6822,54118,3878739,137.5
Italy,01/06/2020,233197,200,33475,60,424,6523,31394,3910133,140.8
Italy,02/06/2020,233515,318,33530,55,408,6324,52159,3962292,142.7
Italy,03/06/2020,233836,321,33601,71,353,6095,37299,3999591,145.5
Italy,04/06/2020,234013,177,33689,88,338,5841,49953,4049544,160.6
Italy,05/06/2020,234531,518,33774,85,316,5617,65028,4114572,157.4
Italy,06/06/2020,234801,270,33846,72,293,5295,72485,4187057,169.6
Italy,07/06/2020,234998,197,33899,53,287,5151,49478,4236535,178.8
Italy,08/06/2020,235278,280,33964,65,283,5012,27112,4263647,169.9
Italy,09/06/2020,235561,283,34043,79,263,4844,55003,4318650,174.2
Italy,10/06/2020,235763,202,34114,71,249,4569,62699,4381349,198.1
Italy,11/06/2020,236142,379,34167,53,236,4367,62472,4443821,185.2
Italy,12/06/2020,236305,163,34223,56,227,4120,70620,4514441,225.4
Italy,13/06/2020,236651,346,34301,78,220,3967,49750,4564191,203.9
Italy,14/06/2020,236989,338,34345,44,209,3803,56527,4620718,193
Italy,15/06/2020,237290,301,34371,26,207,3696,28107,4648825,191.4
Italy,16/06/2020,237500,210,34405,34,177,3478,46882,4695707,194.5
Italy,17/06/2020,237828,328,34448,43,163,3276,77701,4773408,189.9
Italy,18/06/2020,238159,331,34514,66,168,3035,58154,4831562,192.2
Italy,19/06/2020,238011,-148,34561,47,161,2793,57541,4889103,219.6
Italy,20/06/2020,238275,264,34610,49,152,2626,54722,4943825,233.8
Italy,21/06/2020,238499,224,34634,24,148,2462,40545,4984370,240.8
Italy,22/06/2020,238720,221,34657,23,127,2165,28972,5013342,254.9
Italy,23/06/2020,238833,113,34675,18,115,1968,40485,5053827,268.7
Italy,24/06/2020,239410,577,34644,-31,107,1717,53266,5107093,210.9
Italy,25/06/2020,239706,296,34678,34,103,1618,56061,5163154,214.3
Italy,26/06/2020,239961,255,34708,30,105,1461,52768,5215922,167.6
Italy,27/06/2020,240136,175,34716,8,97,1357,61351,5277273,179.2
Italy,28/06/2020,240310,174,34738,22,98,1258,37346,5314619,182.4
Italy,29/06/2020,240436,126,34744,6,96,1216,27218,5341837,191.4
Italy,30/06/2020,240578,142,34767,23,93,1183,48273,5390110,192.7
Italy,01/07/2020,240760,182,34788,21,87,1112,55366,5445476,250.7
Italy,02/07/2020,240961,201,34818,30,82,1045,53243,5498719,267.4
Italy,03/07/2020,241184,223,34833,15,79,1035,50096,5548815,272.2
Italy,04/07/2020,241419,235,34854,21,71,1011,52011,5600826,252.2
Italy,05/07/2020,241611,192,34861,7,74,1019,37462,5638288,248.8
Italy,06/07/2020,241819,208,34869,8,72,1018,22166,5660454,230.4
Italy,07/07/2020,241956,137,34899,30,70,1010,43219,5703673,227.6
Italy,08/07/2020,242149,193,34914,15,71,970,50443,5754116,222.2
Italy,09/07/2020,242363,214,34926,12,69,940,52552,5806668,219.7
Italy,10/07/2020,242639,276,34938,12,65,909,47953,5854621,210.2
Italy,11/07/2020,242827,188,34945,7,67,893,45931,5900552,212.9
Italy,12/07/2020,243061,234,34954,9,68,844,38259,5938811,207.3
Italy,13/07/2020,243230,169,34967,13,65,833,23933,5962744,214.2
Italy,14/07/2020,243344,114,34984,17,60,837,41867,6004611,216.8
Italy,15/07/2020,243506,162,34997,13,57,854,48449,6053060,220.3
Italy,16/07/2020,243736,230,35017,20,53,803,50432,6103492,216.2
Italy,17/07/2020,243967,231,35028,11,50,821,50767,6154259,225.6
Italy,18/07/2020,244216,249,35042,14,50,807,48265,6202524,217.4
Italy,19/07/2020,244434,218,35045,3,49,792,35525,6238049,217.9
Italy,20/07/2020,244624,190,35058,13,47,792,24253,6262302,214.9
Italy,21/07/2020,244752,128,35073,15,49,781,43110,6305412,213.6
Italy,22/07/2020,245032,280,35082,9,48,772,49318,6354730,197.7
Italy,23/07/2020,245338,306,35092,10,49,762,60311,6415041,194.5
Italy,24/07/2020,245590,252,35097,5,46,759,53334,6468375,193.5
Italy,25/07/2020,245864,274,35102,5,41,772,51671,6520046,192.7
Italy,26/07/2020,246118,254,35107,5,44,779,40526,6560572,191.5
Italy,27/07/2020,246286,168,35112,5,45,785,25551,6586123,194.8
Italy,28/07/2020,246488,202,35123,11,40,789,48170,6634293,189.4
Italy,29/07/2020,246776,288,35129,6,38,769,56018,6690311,192.4
Italy,30/07/2020,247158,382,35132,3,47,795,61858,6752169,185.2
Italy,31/07/2020,247537,379,35141,9,41,757,60944,6813113,177.1
Italy,01/08/2020,247832,295,35146,5,43,748,60383,6873496,179.6
Italy,02/08/2020,248070,238,35154,8,42,750,43269,6916765,182.5
Italy,03/08/2020,248229,159,35166,12,41,775,24036,6940801,182.5
Italy,04/08/2020,248419,190,35171,5,41,802,43788,6984589,181.4
Italy,05/08/2020,248803,384,35181,10,41,805,56451,7041040,173
Italy,06/08/2020,249204,401,35187,6,42,804,58673,7099713,169.9
Italy,07/08/2020,249756,552,35190,3,42,821,59196,7158909,155.8
Italy,08/08/2020,250103,347,35203,13,43,814,53298,7212207,149.1
Italy,09/08/2020,250566,463,35205,2,45,808,37637,7249844,133.4
Italy,10/08/2020,250825,259,35209,4,46,825,26432,7276276,129.2
Italy,11/08/2020,251237,412,35215,6,49,850,40642,7316918,117.9
Italy,12/08/2020,251713,476,35225,10,53,832,52658,7369576,112.9
Italy,13/08/2020,252235,522,35231,6,55,841,51188,7420764,105.9
Italy,14/08/2020,252809,574,35234,3,56,827,46723,7467487,101.1
Italy,15/08/2020,253438,629,35392,158,55,819,53123,7520610,92.5
Italy,16/08/2020,253915,477,35396,4,56,843,36807,7557417,91.8
Italy,17/08/2020,254235,320,35400,4,58,868,30666,7588083,91.4
Italy,18/08/2020,254636,401,35405,5,58,901,53976,7642059,95.7
Italy,19/08/2020,255278,642,35412,7,66,932,71095,7713154,96.4
Italy,20/08/2020,256118,840,35418,6,68,951,77442,7790596,95.2
Italy,21/08/2020,257065,947,35427,9,69,988,71996,7862592,92.8
Italy,22/08/2020,258136,1071,35430,3,64,988,77674,7940266,89.3
Italy,23/08/2020,259345,1209,35437,7,69,1040,67371,8007637,82.9
Italy,24/08/2020,260298,953,35441,4,65,1110,45914,8053551,76.8
Italy,25/08/2020,261174,876,35445,4,66,1124,72341,8125892,74
Italy,26/08/2020,262540,1366,35458,13,69,1124,93529,8219421,69.7
Italy,27/08/2020,263949,1409,35463,5,67,1198,94024,8313445,66.8
Italy,28/08/2020,265409,1460,35472,9,74,1252,97065,8410510,65.7
Italy,29/08/2020,266853,1444,35473,1,79,1247,99108,8509618,65.3
Italy,30/08/2020,268218,1365,35477,4,86,1337,76723,8586341,65.2
Italy,31/08/2020,269214,996,35483,6,94,1382,58518,8644859,66.3
Italy,01/09/2020,270189,975,35491,8,107,1487,81050,8725909,66.6
Italy,02/09/2020,271515,1326,35497,6,109,1546,102959,8828868,67.9
Italy,03/09/2020,272912,1397,35507,10,120,1625,92790,8921658,67.9
Italy,04/09/2020,274644,1732,35518,11,121,1728,113085,9034743,67.6
Italy,05/09/2020,276338,1694,35534,16,121,1741,107658,9142401,66.7
Italy,06/09/2020,277634,1296,35541,7,133,1816,76856,9219257,67.2
Italy,07/09/2020,278784,1150,35553,12,142,1861,52553,9271810,65.5
Italy,08/09/2020,280153,1369,35563,10,143,1903,92403,9364213,64.1
Italy,09/09/2020,281583,1430,35577,14,150,1928,95990,9460203,62.7
Italy,10/09/2020,283180,1597,35587,10,164,2000,94186,9554389,61.6
Italy,11/09/2020,284796,1616,35597,10,175,2024,98880,9653269,60.9
Italy,12/09/2020,286297,1501,35603,6,182,2133,92706,9745975,60.6
Italy,13/09/2020,287753,1456,35610,7,187,2229,72143,9818118,59.2
Italy,14/09/2020,288761,1008,35624,14,197,2319,45309,9863427,59.3
Italy,15/09/2020,289990,1229,35633,9,201,2423,80517,9943944,58.9
Italy,16/09/2020,291442,1452,35645,12,207,2492,100607,10044551,59.3
Italy,17/09/2020,293025,1583,35658,13,212,2560,101773,10146324,60.1
Italy,18/09/2020,294932,1907,35668,10,208,2595,99839,10246163,58.5
Italy,19/09/2020,296569,1637,35692,24,215,2595,103223,10349386,58.7
Italy,20/09/2020,298156,1587,35707,15,222,2587,83428,10432814,59.1
Italy,21/09/2020,299506,1350,35724,17,232,2707,55862,10488676,58.2
Italy,22/09/2020,300897,1391,35738,14,239,2843,87303,10575979,57.9
Italy,23/09/2020,302537,1640,35758,20,244,2902,103696,10679675,57.2
Italy,24/09/2020,304323,1786,35781,23,246,2977,108019,10787694,56.8
Italy,25/09/2020,306235,1912,35801,20,244,2981,107269,10894963,57.4
Italy,26/09/2020,308104,1869,35818,17,247,2993,104387,10999350,56.3
Italy,27/09/2020,309870,1766,35835,17,254,3100,87714,11087064,55.9
Italy,28/09/2020,311364,1494,35851,16,264,3241,51109,11138173,54.8
Italy,29/09/2020,313011,1647,35875,24,271,3319,90185,11228358,53.9
Italy,30/09/2020,314861,1850,35894,19,280,3327,105564,11333922,53.1
Italy,01/10/2020,317409,2548,35918,24,291,3388,118236,11452158,50.8
Italy,02/10/2020,319908,2499,35941,23,294,3436,120301,11572459,49.5
Italy,03/10/2020,322751,2843,35968,27,297,3502,118932,11691391,47.2
Italy,04/10/2020,325329,2578,35986,18,303,3590,92714,11784105,45.1
Italy,05/10/2020,327586,2257,36002,16,323,3810,60241,11844346,43.5
Italy,06/10/2020,330263,2677,36030,28,319,3944,99742,11944088,41.5
Italy,07/10/2020,333940,3677,36061,31,337,4119,125314,12069402,38.5
Italy,08/10/2020,338398,4458,36083,22,358,4283,128098,12197500,35.5
Italy,09/10/2020,343770,5372,36111,28,387,4473,129471,12326971,31.6
Italy,10/10/2020,349494,5724,36140,29,390,4726,133084,12460055,28.7
Italy,11/10/2020,354950,5456,36166,26,420,4939,104658,12564713,26.4
Italy,12/10/2020,359569,4619,36205,39,452,5273,85442,12650155,25.2
Italy,13/10/2020,365467,5898,36246,41,514,5590,112544,12762699,23.3
Italy,14/10/2020,372799,7332,36289,43,539,6009,152196,12914895,21.8
Italy,15/10/2020,381602,8803,36372,83,586,6382,162932,13077827,20.4
Italy,16/10/2020,391611,10009,36427,55,638,6816,150377,13228204,18.8
Italy,17/10/2020,402536,10925,36474,47,705,7322,165837,13394041,17.6
Italy,18/10/2020,414241,11705,36543,69,750,7881,146541,13540582,16.5
Italy,19/10/2020,423578,9337,36616,73,797,8473,98862,13639444,15.5
Italy,20/10/2020,434449,10871,36705,89,870,9324,144737,13784181,14.8
Italy,21/10/2020,449648,15199,36832,127,926,9983,177848,13962029,13.6
Italy,22/10/2020,465726,16078,36968,136,992,10686,170392,14132421,12.5
Italy,23/10/2020,484869,19143,37059,91,1049,11598,182032,14314453,11.6
Italy,24/10/2020,504509,19640,37210,151,1128,12415,177669,14492122,10.8
Italy,25/10/2020,525782,21273,37338,128,1208,13214,161880,14654002,10
Italy,26/10/2020,542789,17007,37479,141,1284,14281,124686,14778688,9.6
Italy,27/10/2020,564778,21989,37700,221,1411,15366,174398,14953086,9
Italy,28/10/2020,589766,24988,37905,205,1536,16517,198952,15152038,8.5
Italy,29/10/2020,616595,26829,38122,217,1651,17615,201452,15353490,8.1
Italy,30/10/2020,647674,31079,38321,199,1746,18740,215085,15568575,7.7
Italy,31/10/2020,679430,31756,38618,297,1843,19809,215886,15784461,7.4
Italy,01/11/2020,709335,29905,38826,208,1939,20841,183457,15967918,7.2
Italy,02/11/2020,731588,22253,39059,233,2022,21862,135731,16103649,7
Italy,03/11/2020,759829,28241,39412,353,2225,23339,182287,16285936,6.8
Italy,04/11/2020,790377,30548,39764,352,2292,24408,211831,16497767,6.7
Italy,05/11/2020,824879,34502,40192,428,2391,25647,219884,16717651,6.5
Italy,06/11/2020,862681,37802,40638,446,2515,26520,234245,16951896,6.4
Italy,07/11/2020,902490,39809,41063,425,2634,27743,231673,17183569,6.3
Italy,08/11/2020,935104,32614,41394,331,2749,29189,191144,17374713,6.2
Italy,09/11/2020,960373,25269,41750,356,2849,30485,147725,17522438,6.2
Italy,10/11/2020,995463,35090,42330,580,2971,31604,217758,17740196,6.2
Italy,11/11/2020,1028424,32961,42953,623,3081,32525,225640,17965836,6.2
Italy,12/11/2020,1066401,37977,43589,636,3170,33043,234672,18200508,6.1
Italy,13/11/2020,1107303,40902,44139,550,3230,34144,254908,18455416,6.1
Italy,14/11/2020,1144552,37249,44683,544,3306,34704,227695,18683111,6.2
Italy,15/11/2020,1178529,33977,45229,546,3422,35469,195275,18878386,6.2
Italy,16/11/2020,1205881,27352,45733,504,3492,36028,152663,19031049,6.1
Italy,17/11/2020,1238072,32191,46464,731,3612,36686,208458,19239507,6.2
Italy,18/11/2020,1272352,34280,47217,753,3670,37174,234834,19474341,6.2
Italy,19/11/2020,1308528,36176,47870,653,3712,37322,250186,19724527,6.3
Italy,20/11/2020,1345767,37239,48569,699,3748,37705,238077,19962604,6.3
Italy,21/11/2020,1380531,34764,49261,692,3758,37821,237225,20199829,6.4
Italy,22/11/2020,1408868,28337,49823,562,3801,38080,188747,20388576,6.6
Italy,23/11/2020,1431795,22927,50453,630,3810,38507,148945,20537521,6.7
Italy,24/11/2020,1455022,23227,51306,853,3816,38393,188659,20726180,6.9
Italy,25/11/2020,1480874,25852,52028,722,3848,38161,230007,20956187,7.1
Italy,26/11/2020,1509875,29001,52850,822,3846,37884,232711,21188898,7.3
Italy,27/11/2020,1538217,28342,53677,827,3782,37466,222803,21411701,7.5
Italy,28/11/2020,1564532,26315,54363,686,3762,37061,225940,21637641,7.8
Italy,29/11/2020,1585178,20646,54904,541,3753,36632,176934,21814575,8.1
Italy,30/11/2020,1601554,16376,55576,672,3744,36931,130524,21945099,8.3
Italy,01/12/2020,1620901,19347,56361,785,3663,36474,182100,22127199,8.4
Italy,02/12/2020,1641610,20709,57045,684,3616,36070,207143,22334342,8.6
Italy,03/12/2020,1664829,23219,58038,993,3597,35369,220047,22554389,8.8
Italy,04/12/2020,1688939,24110,58852,814,3567,34767,212741,22767130,9
Italy,05/12/2020,1709991,21052,59514,662,3517,33675,194984,22962114,9.1
Italy,06/12/2020,1728878,18887,60078,564,3454,33845,163550,23125664,9.1
Italy,07/12/2020,1742557,13679,60606,528,3382,33906,111217,23236881,9.2
Italy,08/12/2020,1757394,14837,61240,634,3345,33426,149232,23386113,9.2
Italy,09/12/2020,1770149,12755,61739,499,3320,32973,118475,23504588,9.1
Italy,10/12/2020,1787147,16998,62626,887,3291,32379,171586,23676174,9.2
Italy,11/12/2020,1805873,18726,63387,761,3265,31827,190416,23866590,9.4
Italy,12/12/2020,1825775,19902,64036,649,3199,31265,196439,24063029,9.5
Italy,13/12/2020,1843712,17937,64520,484,3158,30893,152697,24215726,9.5
Italy,14/12/2020,1855737,12025,65011,491,3095,30860,103584,24319310,9.6
Italy,15/12/2020,1870576,14839,65857,846,3003,30345,164431,24483741,9.7
Italy,16/12/2020,1888144,17568,66537,680,2926,29823,199489,24683230,10
Italy,17/12/2020,1906377,18233,67220,683,2855,29282,-47510,24635720,8
Italy,18/12/2020,1921778,15401,67894,674,2819,28588,179800,24815520,8.2
Italy,19/12/2020,1938083,16305,68447,553,2784,28148,176185,24991705,8.3
Italy,20/12/2020,1953185,15102,68799,352,2743,27901,137420,25129125,8.3
Italy,21/12/2020,1964054,10869,69214,415,2731,27876,87889,25217014,8.3
Italy,22/12/2020,1977370,13316,69842,628,2687,27635,157705,25374719,8.3
Italy,23/12/2020,1991278,13908,70395,553,2624,27170,183864,25558583,8.5
Italy,24/12/2020,2009317,18039,70900,505,2589,26659,193777,25752360,10.8
Italy,25/12/2020,2028354,19037,71359,459,2584,25986,152334,25904694,10.2
Italy,26/12/2020,2038759,10405,71620,261,2580,25892,81564,25986258,9.9
Italy,27/12/2020,2047696,8937,71925,305,2580,26151,59879,26046137,9.7
Italy,28/12/2020,2056277,8581,72370,445,2565,26497,68681,26114818,9.7
Italy,29/12/2020,2067487,11210,73029,659,2549,26211,128740,26243558,9.6
Italy,30/12/2020,2083689,16202,73604,575,2528,26094,169045,26412603,9.2
Italy,31/12/2020,2107166,23477,74159,555,2555,25706,186004,26598607,8.6
